epoch,loss,mse,val_loss,val_mse
0,0.6072282791137695,0.6072284579277039,0.8783095479011536,0.8783095479011536
1,0.36347058415412903,0.36347055435180664,0.6513875126838684,0.6513875722885132
2,0.3327440023422241,0.3327440619468689,0.4751206934452057,0.4751206934452057
3,0.3228248953819275,0.32282501459121704,0.3430391848087311,0.3430391848087311
4,0.3036704659461975,0.3036704957485199,0.28632259368896484,0.28632256388664246
5,0.29355543851852417,0.29355528950691223,0.2720782160758972,0.2720782458782196
6,0.28130868077278137,0.28130877017974854,0.2512121796607971,0.25121214985847473
7,0.2721376419067383,0.27213767170906067,0.23879370093345642,0.23879367113113403
8,0.2657770812511444,0.26577699184417725,0.23685002326965332,0.23685000836849213
9,0.25640904903411865,0.2564089894294739,0.2291172444820404,0.2291172593832016
10,0.25525137782096863,0.25525134801864624,0.22908923029899597,0.22908923029899597
11,0.24912472069263458,0.24912463128566742,0.22302956879138947,0.22302958369255066
12,0.24871017038822174,0.24871011078357697,0.21790215373039246,0.21790219843387604
13,0.24583189189434052,0.2458319067955017,0.21439364552497864,0.21439364552497864
14,0.24072881042957306,0.24072878062725067,0.21138998866081238,0.21139000356197357
15,0.23587574064731598,0.23587572574615479,0.21075865626335144,0.21075867116451263
16,0.2342182993888855,0.2342183142900467,0.2109541893005371,0.21095417439937592
17,0.22524236142635345,0.22524243593215942,0.20473125576972961,0.20473124086856842
18,0.24556082487106323,0.24556086957454681,0.20398163795471191,0.20398163795471191
19,0.22994709014892578,0.22994709014892578,0.21047015488147736,0.21047016978263855
20,0.225908562541008,0.22590859234333038,0.1979818344116211,0.1979818493127823
21,0.2201799601316452,0.2201799750328064,0.19687281548976898,0.19687281548976898
22,0.224703848361969,0.22470378875732422,0.20664553344249725,0.20664551854133606
23,0.2231532335281372,0.22315317392349243,0.1975707709789276,0.19757074117660522
24,0.21384073793888092,0.21384067833423615,0.19481101632118225,0.19481101632118225
25,0.22517460584640503,0.22517459094524384,0.19869205355644226,0.19869206845760345
26,0.21658694744110107,0.21658700704574585,0.1922558844089508,0.1922558695077896
27,0.21902509033679962,0.2190251499414444,0.19702014327049255,0.19702017307281494
28,0.21992658078670502,0.2199266403913498,0.19544927775859833,0.19544927775859833
29,0.21233268082141876,0.21233271062374115,0.1876964271068573,0.1876964420080185
30,0.2176322042942047,0.2176322489976883,0.19430987536907196,0.19430986046791077
31,0.21967415511608124,0.21967409551143646,0.18966524302959442,0.18966524302959442
32,0.2033718228340149,0.2033718079328537,0.1865575760602951,0.1865575760602951
33,0.21030452847480774,0.21030458807945251,0.19074437022209167,0.19074435532093048
34,0.20714233815670013,0.20714238286018372,0.20317426323890686,0.20317429304122925
35,0.21448259055614471,0.21448254585266113,0.20005814731121063,0.20005814731121063
36,0.21049247682094574,0.21049253642559052,0.19718389213085175,0.19718389213085175
