epoch,loss,mse,val_loss,val_mse
0,0.5948042869567871,0.5948044061660767,0.792151689529419,0.792151689529419
1,0.3477991223335266,0.3477991819381714,0.5848900079727173,0.5848900675773621
2,0.3288469612598419,0.32884693145751953,0.4107854962348938,0.4107854962348938
3,0.3197609782218933,0.3197609782218933,0.36040806770324707,0.36040806770324707
4,0.3057451844215393,0.3057451546192169,0.2747502028942108,0.27475014328956604
5,0.29630210995674133,0.29630205035209656,0.2669294476509094,0.2669294774532318
6,0.2812938392162323,0.28129395842552185,0.35230040550231934,0.35230040550231934
7,0.2865709066390991,0.28657087683677673,0.2436511367559433,0.2436511516571045
8,0.2795354127883911,0.27953535318374634,0.2391507923603058,0.2391507625579834
9,0.26660096645355225,0.26660096645355225,0.23668576776981354,0.23668581247329712
10,0.2881530225276947,0.2881529629230499,0.2711411416530609,0.2711412012577057
11,0.27631592750549316,0.2763158082962036,0.22536121308803558,0.22536121308803558
12,0.2731376588344574,0.2731377184391022,0.22386011481285095,0.22386011481285095
13,0.27598631381988525,0.27598631381988525,0.2633827328681946,0.2633827030658722
14,0.27201327681541443,0.27201327681541443,0.2578498125076294,0.2578498125076294
15,0.3212723433971405,0.3212723433971405,1.2836027145385742,1.2836025953292847
16,0.3339993953704834,0.3339994251728058,0.4712293744087219,0.47122934460639954
17,0.28370198607444763,0.2837018668651581,0.27456626296043396,0.2745662033557892
18,0.288893461227417,0.288893461227417,0.23917266726493835,0.23917271196842194
19,0.2703731954097748,0.2703731060028076,0.2871372699737549,0.2871372699737549
20,0.27162501215934753,0.2716250717639923,0.24315141141414642,0.24315139651298523
21,0.26908931136131287,0.2690892517566681,0.2602892518043518,0.2602892518043518
22,0.2691732943058014,0.269173264503479,0.23414365947246552,0.23414362967014313
23,0.2617623805999756,0.26176244020462036,0.21822327375411987,0.21822328865528107
24,0.24502980709075928,0.24502968788146973,0.21500524878501892,0.21500521898269653
25,0.2554745376110077,0.2554745674133301,0.2111726999282837,0.2111726999282837
26,0.2473100870847702,0.24731013178825378,0.2172107696533203,0.21721073985099792
27,0.24912311136722565,0.24912312626838684,0.21425527334213257,0.21425530314445496
28,0.24920593202114105,0.24920593202114105,0.21047072112560272,0.21047072112560272
29,0.24250008165836334,0.2425001710653305,0.21209248900413513,0.21209250390529633
30,0.24596136808395386,0.24596145749092102,0.21021312475204468,0.21021313965320587
31,0.25157034397125244,0.2515702545642853,0.20660638809204102,0.20660637319087982
32,0.2477797120809555,0.24777966737747192,0.2288062423467636,0.22880622744560242
33,0.26015156507492065,0.26015162467956543,0.21420486271381378,0.21420486271381378
34,0.2530382573604584,0.25303828716278076,0.2142145335674286,0.21421454846858978
