epoch,loss,mse,val_loss,val_mse
0,0.46475476026535034,0.46475470066070557,0.28478294610977173,0.28478294610977173
1,0.30606961250305176,0.30606943368911743,0.24571548402309418,0.24571549892425537
2,0.27864429354667664,0.2786444127559662,0.2262708693742752,0.22627077996730804
3,0.26891133189201355,0.26891136169433594,0.22836428880691528,0.22836433351039886
4,0.26111146807670593,0.26111164689064026,0.22359652817249298,0.22359652817249298
5,0.2913127839565277,0.29131266474723816,0.4329703152179718,0.43297022581100464
6,0.30499881505966187,0.3049986958503723,0.26768168807029724,0.26768162846565247
7,0.2964056134223938,0.2964054346084595,0.23594994843006134,0.23594990372657776
8,0.32566994428634644,0.32567015290260315,0.2606319487094879,0.2606320083141327
9,0.2891263961791992,0.28912636637687683,0.24630333483219147,0.24630321562290192
10,0.2769179344177246,0.2769179046154022,0.2663677930831909,0.2663677930831909
11,0.2736794054508209,0.2736795246601105,0.24520647525787354,0.24520647525787354
12,0.25928258895874023,0.2592826187610626,0.23973289132118225,0.23973283171653748
13,0.263190358877182,0.2631904184818268,0.24305887520313263,0.24305878579616547
14,0.2503211498260498,0.25032106041908264,0.21382789313793182,0.21382790803909302
15,0.24577002227306366,0.2457701414823532,0.2201201319694519,0.22012007236480713
16,0.25431644916534424,0.2543162703514099,0.22545892000198364,0.22545896470546722
17,0.25020158290863037,0.2502013146877289,0.2183780074119568,0.2183780074119568
18,0.23937726020812988,0.2393774390220642,0.21584108471870422,0.21584104001522064
19,0.2524975836277008,0.25249749422073364,0.20896047353744507,0.20896050333976746
20,0.24044473469257355,0.24044470489025116,0.2090093493461609,0.2090093493461609
21,0.23651142418384552,0.23651152849197388,0.20533454418182373,0.20533451437950134
22,0.23434624075889587,0.23434646427631378,0.22266948223114014,0.22266945242881775
23,0.23449578881263733,0.23449592292308807,0.20252814888954163,0.202528178691864
24,0.2319849580526352,0.231984943151474,0.21530771255493164,0.21530766785144806
25,0.2278129607439041,0.22781291604042053,0.19618573784828186,0.1961856633424759
26,0.23016119003295898,0.23016130924224854,0.20793944597244263,0.20793944597244263
27,0.25108709931373596,0.2510872185230255,0.20350022614002228,0.2035001516342163
28,0.2305949181318283,0.2305949181318283,0.2237483263015747,0.2237483412027359
29,0.23403167724609375,0.2340315282344818,0.1970377117395401,0.19703765213489532
30,0.22659729421138763,0.22659726440906525,0.1999976485967636,0.1999976485967636
31,0.22456888854503632,0.22456900775432587,0.20111259818077087,0.20111264288425446
32,0.23716536164283752,0.23716522753238678,0.214758038520813,0.21475805342197418
33,0.22617937624454498,0.2261793613433838,0.19784797728061676,0.19784797728061676
34,0.2334447056055069,0.23344449698925018,0.19873493909835815,0.19873490929603577
35,0.2243441492319107,0.22434411942958832,0.19309455156326294,0.19309461116790771
36,0.21721598505973816,0.2172161340713501,0.19529077410697937,0.19529080390930176
37,0.21980001032352448,0.21980009973049164,0.19547681510448456,0.19547677040100098
38,0.21955591440200806,0.21955576539039612,0.19656121730804443,0.19656109809875488
39,0.22011268138885498,0.22011269629001617,0.20557211339473724,0.20557206869125366
40,0.21671076118946075,0.21671071648597717,0.19099506735801697,0.19099511206150055
41,0.21654531359672546,0.21654543280601501,0.1926758587360382,0.19267579913139343
42,0.22621512413024902,0.22621509432792664,0.20629067718982697,0.20629067718982697
43,0.22763925790786743,0.22763940691947937,0.19504289329051971,0.1950429230928421
44,0.21546386182308197,0.21546363830566406,0.18798117339611053,0.18798117339611053
45,0.21392424404621124,0.21392419934272766,0.1892663836479187,0.1892663985490799
46,0.2102392166852951,0.21023915708065033,0.18618722259998322,0.1861872375011444
47,0.21530188620090485,0.21530179679393768,0.22463159263134003,0.22463151812553406
48,0.22086893022060394,0.22086890041828156,0.19023893773555756,0.19023889303207397
49,0.2191895842552185,0.21918964385986328,0.19921576976776123,0.19921573996543884
50,0.21837814152240753,0.218377947807312,0.18720655143260956,0.18720658123493195
51,0.2140929102897644,0.21409280598163605,0.1872493326663971,0.1872493475675583
52,0.2106342315673828,0.21063409745693207,0.18505047261714935,0.18505041301250458
53,0.21007822453975677,0.2100781798362732,0.18514446914196014,0.18514452874660492
54,0.2098851054906845,0.20988504588603973,0.19692926108837128,0.19692927598953247
55,0.20872649550437927,0.2087264209985733,0.18498940765857697,0.18498946726322174
56,0.21205520629882812,0.2120552361011505,0.18467237055301666,0.18467234075069427
57,0.21535716950893402,0.2153572291135788,0.18569408357143402,0.18569405376911163
58,0.21892789006233215,0.21892783045768738,0.22471816837787628,0.2247181385755539
59,0.21713775396347046,0.2171378880739212,0.18576115369796753,0.18576110899448395
60,0.21166817843914032,0.2116682231426239,0.18711823225021362,0.18711814284324646
61,0.2089194655418396,0.20891931653022766,0.19549638032913208,0.1954963505268097
62,0.2091638296842575,0.20916388928890228,0.18355914950370789,0.18355916440486908
63,0.20812927186489105,0.20812930166721344,0.1828034371137619,0.18280351161956787
64,0.20737622678279877,0.20737609267234802,0.18434707820415497,0.18434715270996094
65,0.22416278719902039,0.2241630107164383,0.2030891627073288,0.20308923721313477
66,0.21707791090011597,0.21707783639431,0.19191859662532806,0.19191867113113403
67,0.2105671912431717,0.21056699752807617,0.18264921009540558,0.18264923989772797
68,0.2059546709060669,0.20595461130142212,0.18134430050849915,0.18134427070617676
69,0.20958629250526428,0.20958630740642548,0.18063518404960632,0.18063519895076752
70,0.20749403536319733,0.2074941247701645,0.18083615601062775,0.18083617091178894
71,0.2061961144208908,0.20619609951972961,0.18244649469852448,0.1824464499950409
72,0.20032496750354767,0.20032499730587006,0.18334056437015533,0.18334056437015533
73,0.20564521849155426,0.20564515888690948,0.18183451890945435,0.18183454871177673
74,0.2041042000055313,0.20410408079624176,0.18174661695957184,0.18174663186073303
75,0.20674347877502441,0.20674355328083038,0.2442329227924347,0.24423301219940186
76,0.20787981152534485,0.20787981152534485,0.18339195847511292,0.18339194357395172
77,0.2070743590593338,0.20707416534423828,0.7770341634750366,0.7770341038703918
78,0.22625549137592316,0.22625550627708435,0.18542781472206116,0.18542779982089996
79,0.21008709073066711,0.21008707582950592,0.1826992928981781,0.18269933760166168
80,0.20887123048305511,0.20887123048305511,0.18335260450839996,0.18335255980491638
81,0.2088942527770996,0.20889411866664886,0.18772445619106293,0.18772448599338531
